"Date","Spotify followers","Spotify followers change","Spotify monthly listeners","Spotify monthly listeners change","Youtube subscribers","Youtube subscribers change","TikTok followers","TikTok followers change","TikTok likes","TikTok views","Instagram followers","Instagram followers change","Instagram likes","SoundCloud followers","SoundCloud followers change","SoundCloud plays"
"2023-07-12","23487835","2094","65790040","-85744","19100000","100000","1200000","0","21163","389400","11051653","6181","43000","7188487","52","56758"
"2023-07-13","23490029","2194","65650197","-139843","19100000","0","1200000","0","0","0","11051653","0","0","7188563","76","59382"
"2023-07-14","23492095","2066","65595848","-54349","19100000","0","1200000","0","0","0","11053411","1758","40000","7188635","72","63483"
"2023-07-15","23494207","2112","65505707","-90141","19100000","0","1200000","0","0","0","11053411","0","0","7188728","93","61198"
"2023-07-16","23496862","2655","65393714","-111993","19100000","0","1200000","0","33803","179600","11059547","6136","87000","7188813","85","51188"
"2023-07-17","23499174","2312","65352162","-41552","19100000","0","1200000","0","0","0","11059547","0","0","7188876","63","58614"
"2023-07-18","23501351","2177","65326434","-25728","19100000","0","1200000","0","0","0","11059547","0","0","7188934","58","61057"
"2023-07-19","23503281","1930","65260911","-65523","19100000","0","1200000","0","0","0","11073122","13575","64000","7189008","74","62088"
"2023-07-20","23504779","1498","65176101","-84810","19100000","0","1200000","0","0","0","11073122","0","0","7189106","98","64132"
"2023-07-21","23506953","2174","65071032","-105069","19100000","0","1300000","100000","97829","1320500","11073122","0","0","7189197","91","68841"
"2023-07-22","23509281","2328","64970563","-100469","19100000","0","1300000","0","0","0","11073122","0","0","7189284","87","63398"
"2023-07-23","23511701","2420","64886414","-84149","19100000","0","1300000","0","0","0","11095268","22146","128000","7189382","98","52205"
"2023-07-24","23514048","2347","64799647","-86767","19100000","0","1300000","0","0","0","11095268","0","0","7189428","46","57718"
"2023-07-25","23516312","2264","64766058","-33589","19100000","0","1300000","0","0","0","11095268","0","0","7189494","66","58622"
"2023-07-26","23518627","2315","64753056","-13002","19100000","0","1300000","0","0","0","11104261","8993","72000","7189582","88","58271"
"2023-07-27","23520900","2273","64756041","2985","19100000","0","1300000","0","79063","2272300","11104261","0","0","7189678","96","60690"
"2023-07-28","23523368","2468","64739001","-17040","19100000","0","1300000","0","0","0","11110660","6399","142000","7189804","126","74217"
"2023-07-29","23526466","3098","65009542","270541","19100000","0","1300000","0","0","0","11110660","0","0","7189907","103","71408"
"2023-07-30","23529327","2861","65124683","115141","19100000","0","1300000","0","0","0","11121916","11256","88000","7190019","112","58015"
"2023-07-31","23531887","2560","65218126","93443","19100000","0","1300000","0","31344","977600","11121916","0","0","7190095","76","61913"
"2023-08-01","23534328","2441","65357944","139818","19100000","0","1300000","0","0","0","11126028","4112","62000","7190216","121","68268"
"2023-08-02","23536825","2497","65412047","54103","19100000","0","1300000","0","0","0","11126028","0","0","7190298","82","70201"
"2023-08-03","23539464","2639","65482638","70591","19100000","0","1300000","0","0","0","11135334","9306","30000","7190437","139","73299"
"2023-08-04","23541873","2409","65611436","128798","19100000","0","1300000","0","43961","1497600","11135334","0","0","7190543","106","80564"
"2023-08-05","23544278","2405","65676760","65324","19100000","0","1300000","0","0","0","11142673","7339","11000","7190681","138","74072"
"2023-08-06","23546998","2720","65743130","66370","19100000","0","1300000","0","0","0","11142673","0","0","7190776","95","62647"
"2023-08-07","23549377","2379","65770600","27470","19100000","0","1300000","0","0","0","11147216","4543","29000","7190841","65","66962"
"2023-08-08","23551506","2129","65861870","91270","19100000","0","1300000","0","513182","3772700","11147216","0","0","7190935","94","71188"
"2023-08-09","23553583","2077","65922161","60291","19100000","0","1300000","0","0","0","11151210","3994","21000","7190966","31","73353"
"2023-08-10","23555805","2222","65974186","52025","19100000","0","1300000","0","0","0","11151210","0","0","7191050","84","77101"
"2023-08-11","23558038","2233","66039300","65114","19100000","0","1300000","0","0","0","11159165","7955","111000","7191143","93","84002"
"2023-08-12","23560632","2594","66098126","58826","19100000","0","1300000","0","1352770","7663100","11159165","0","0","7191234","91","76520"
"2023-08-13","23563066","2434","66121943","23817","19100000","0","1300000","0","0","0","11164941","5776","46000","7191318","84","63855"
"2023-08-14","23565362","2296","66162351","40408","19100000","0","1300000","0","0","0","11164941","0","0","7191403","85","69483"
"2023-08-15","23567439","2077","66212160","49809","19100000","0","1300000","0","0","0","11172743","7802","100000","7191473","70","74097"
"2023-08-16","23569657","2218","66265305","53145","19100000","0","1300000","0","119572","1564400","11172743","0","0","7191535","62","74224"
"2023-08-17","23572008","2351","66299190","33885","19100000","0","1300000","0","0","0","11178297","5554","17000","7191585","50","75284"
"2023-08-18","23574438","2430","66301575","2385","19100000","0","1300000","0","0","0","11178297","0","0","7191681","96","80144"
"2023-08-19","23576938","2500","66341573","39998","19100000","0","1300000","0","0","0","11178297","0","0","7191779","98","76235"
"2023-08-20","23579596","2658","66364011","22438","19100000","0","1300000","0","0","0","11190094","11797","87000","7191834","55","63863"
"2023-08-21","23581913","2317","66345518","-18493","19100000","0","1300000","0","118277","1197500","11190094","0","0","7191920","86","72560"
"2023-08-22","23584118","2205","66383861","38343","19100000","0","1300000","0","0","0","11198429","8335","84000","7192002","82","73953"
"2023-08-23","23586351","2233","66452865","69004","19100000","0","1300000","0","0","0","11198429","0","0","7192074","72","76256"
"2023-08-24","23588589","2238","66488143","35278","19100000","0","1300000","0","0","0","11215003","16574","54000","7192146","72","77910"
